               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,             0.08639,            0.054517,                   0,             0.35146,             0.24163,             0.18406,             0.06741,            0.085056,            0.052035,                   0,            0.006634,            0.006634,            0.006634
                  36,             0.08627,            0.055042,                   0,             0.36889,             0.24818,             0.19699,            0.072267,             0.08454,            0.051643,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.086765,            0.056046,                   0,              0.3572,             0.24682,             0.19385,            0.071989,            0.084627,            0.051812,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.086103,            0.054473,                   0,             0.36161,             0.24972,             0.19559,            0.072406,            0.084409,            0.051937,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.086056,            0.054267,                   0,             0.36106,              0.2438,             0.18983,            0.072087,            0.084518,            0.052332,                   0,            0.006238,            0.006238,            0.006238
                  40,             0.08596,            0.054202,                   0,             0.38731,             0.25737,             0.21049,            0.079366,            0.083921,            0.051278,                   0,            0.006139,            0.006139,            0.006139
                  41,             0.08578,            0.055007,                   0,             0.38249,              0.2501,             0.20303,            0.076055,            0.084122,            0.051533,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.085333,             0.05357,                   0,             0.38003,             0.25286,             0.20237,            0.075814,            0.083994,            0.051694,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.084724,            0.054799,                   0,             0.38417,             0.25407,             0.20445,              0.0763,            0.083896,            0.051959,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.085271,            0.055168,                   0,             0.38079,             0.25177,             0.20191,             0.07571,            0.083963,             0.05192,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.085168,            0.053503,                   0,             0.36575,              0.2514,             0.19527,            0.073031,            0.084257,            0.052289,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.085389,            0.054443,                   0,             0.39366,             0.25877,             0.21302,            0.079636,            0.083464,            0.051354,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.085224,            0.055925,                   0,             0.39029,             0.25633,             0.21052,            0.079469,            0.083627,             0.05158,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.084956,            0.054153,                   0,             0.38904,             0.25614,             0.21016,            0.078583,            0.083531,            0.051708,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.084941,            0.054426,                   0,             0.38919,             0.26022,             0.21528,            0.080503,            0.083391,              0.0516,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.084127,            0.054016,                   0,             0.40021,             0.26324,             0.21896,            0.083009,            0.083124,            0.051436,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.084914,            0.053578,                   0,             0.40405,             0.26322,             0.22017,            0.084523,             0.08294,            0.051155,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.085161,            0.054962,                   0,              0.4061,             0.26677,             0.22269,            0.084865,             0.08281,            0.051223,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.084115,            0.054315,                   0,             0.39834,             0.26786,             0.22258,            0.084498,            0.082834,            0.051388,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.083796,            0.053364,                   0,             0.39578,             0.26485,              0.2206,            0.084677,            0.082899,            0.051489,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.084144,            0.054284,                   0,             0.39636,             0.26508,             0.22063,            0.084837,            0.082876,            0.051506,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.084301,            0.054362,                   0,             0.40043,             0.26579,             0.22092,            0.085404,            0.082804,            0.051495,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.083917,            0.053537,                   0,              0.4004,             0.26528,             0.22007,            0.084935,            0.082748,            0.051598,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.084085,            0.054103,                   0,             0.40076,             0.26795,              0.2212,            0.085104,            0.082722,            0.051511,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.083708,            0.054258,                   0,             0.39988,             0.26951,             0.22196,            0.084954,            0.082668,            0.051577,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.083818,            0.054436,                   0,             0.40463,             0.26857,             0.22207,            0.085218,            0.082658,             0.05166,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.083499,            0.053755,                   0,             0.39979,             0.26976,             0.22253,            0.084989,            0.082678,            0.051728,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.083605,            0.053543,                   0,             0.40169,             0.27047,             0.22158,            0.084652,            0.082665,            0.051747,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.082921,            0.053532,                   0,             0.40763,             0.27101,             0.22391,             0.08565,             0.08256,            0.051681,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.083287,             0.05414,                   0,             0.40626,             0.27175,             0.22412,            0.085833,            0.082549,            0.051692,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.082857,            0.053517,                   0,             0.40781,             0.27221,             0.22488,              0.0862,            0.082509,            0.051672,                   0,            0.003664,            0.003664,            0.003664
                  66,             0.08337,            0.054042,                   0,             0.41092,             0.27294,             0.22738,            0.087195,            0.082442,            0.051596,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.083622,            0.054917,                   0,             0.41154,             0.27367,             0.22729,            0.087402,            0.082431,            0.051615,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.083108,            0.055165,                   0,              0.4107,             0.27276,              0.2268,            0.087575,            0.082447,            0.051676,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.083077,            0.053894,                   0,             0.41264,              0.2722,             0.22575,            0.087285,            0.082464,            0.051717,                   0,            0.003268,            0.003268,            0.003268
                  70,             0.08257,            0.053506,                   0,             0.41532,             0.27183,             0.22627,            0.087753,            0.082424,            0.051656,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.082536,            0.053442,                   0,             0.41216,             0.27342,             0.22604,            0.087406,            0.082427,            0.051663,                   0,             0.00307,             0.00307,             0.00307
                  72,             0.08186,             0.05321,                   0,             0.41265,             0.27381,             0.22566,            0.087715,            0.082402,            0.051667,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.081708,             0.05347,                   0,             0.41061,             0.27515,             0.22581,            0.087744,            0.082383,            0.051677,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.082137,             0.05334,                   0,             0.40841,             0.27573,             0.22555,            0.087502,            0.082382,            0.051704,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.081877,            0.052967,                   0,              0.4089,             0.27581,             0.22535,            0.087453,            0.082373,            0.051758,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.081496,            0.052861,                   0,             0.40846,              0.2765,             0.22538,            0.087479,            0.082366,            0.051792,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.082157,            0.053802,                   0,             0.40754,             0.27689,             0.22547,             0.08752,             0.08237,            0.051831,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.080954,            0.053089,                   0,             0.40787,             0.27656,             0.22555,            0.087672,            0.082347,            0.051867,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.081763,            0.053084,                   0,             0.40842,             0.27697,             0.22585,             0.08795,            0.082316,            0.051863,                   0,            0.002278,            0.002278,            0.002278
                  80,             0.08163,            0.053462,                   0,              0.4134,             0.27629,             0.22652,            0.088408,            0.082276,            0.051852,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.080593,            0.052687,                   0,             0.41319,             0.27679,              0.2272,            0.088701,            0.082248,             0.05185,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.080711,            0.052763,                   0,             0.41311,             0.27644,             0.22625,            0.088605,            0.082257,            0.051893,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.081036,            0.053718,                   0,             0.41373,             0.27719,             0.22681,            0.088736,             0.08224,            0.051896,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.080396,            0.052469,                   0,             0.41333,             0.27792,             0.22695,            0.088759,            0.082226,            0.051899,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.080608,            0.052751,                   0,              0.4135,             0.27835,             0.22658,            0.088665,             0.08224,            0.051934,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.080733,            0.052524,                   0,             0.41343,             0.27767,             0.22613,            0.088573,            0.082249,            0.051957,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.080465,            0.053292,                   0,               0.413,              0.2774,             0.22605,            0.088486,            0.082258,            0.051973,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.080407,            0.054091,                   0,             0.41532,             0.27667,             0.22578,            0.088459,            0.082268,            0.052001,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.080626,              0.0527,                   0,             0.41369,             0.27649,             0.22544,             0.08817,            0.082282,            0.052028,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.079544,            0.051935,                   0,             0.41331,             0.27644,             0.22516,             0.08811,            0.082299,            0.052063,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.079439,            0.052774,                   0,             0.41378,             0.27583,             0.22473,            0.087887,            0.082312,            0.052093,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.079196,             0.05146,                   0,             0.41388,             0.27612,              0.2248,            0.087921,            0.082304,            0.052103,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.079266,            0.052327,                   0,             0.41345,             0.27617,             0.22435,            0.087925,            0.082311,            0.052123,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.078545,             0.05194,                   0,              0.4147,             0.27614,             0.22433,            0.087623,            0.082315,            0.052141,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.078748,            0.051445,                   0,              0.4143,             0.27656,             0.22418,            0.087562,            0.082329,            0.052178,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.078765,            0.052677,                   0,             0.41606,             0.27586,             0.22391,            0.087433,            0.082335,            0.052201,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.078493,            0.051856,                   0,             0.41601,             0.27586,              0.2237,            0.087385,            0.082342,            0.052222,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.078178,            0.051806,                   0,             0.41765,             0.27536,             0.22362,            0.087291,            0.082345,            0.052238,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.078035,            0.051461,                   0,             0.41821,             0.27518,             0.22352,            0.087326,             0.08235,            0.052252,                   0,            0.000298,            0.000298,            0.000298
